,日期,时间,河名,站号,站名,水位,水势,比昨日</br>+涨-落,流量,设防</br>水位,警戒</br>水位,最高</br>水位
22190,2020-07-17,12:00,长江,60111300,螺山,32.95,4,0.02,49900,31.00,32.00,34.95
22191,2020-07-17,12:00,汉江,61804210,沙洋,38.11,6,0.02,,40.80,41.80,44.50
22192,2020-07-17,12:00,长江,60112200,汉口,28.35,5,0.08,53900,25.00,27.30,29.73
22193,2020-07-17,12:00,汉江,61804400,岳口,30.91,4,-0.27,,36.90,37.90,40.62
22194,2020-07-17,12:00,长江,60112900,黄石,25.29,6,0.03,,22.80,24.50,26.39
22195,2020-07-17,12:00,汉江,61804600,仙桃,29.98,6,-0.21,1850,34.10,35.10,36.24
22196,2020-07-17,12:00,长江,60113205,码头镇,23.06,4,-0.06,,20.50,21.50,24.04
22197,2020-07-17,12:00,汉江,61804710,汉川,29.08,6,-0.07,,28.00,29.00,32.09
22198,2020-07-17,12:00,长江,60113400,九江,22.23,4,-0.09,60700,19.50,20.00,23.03
22199,2020-07-17,12:00,汉江,61802700,丹江口水库,160.70,6,0.11,987(出),--,--,--
22200,2020-07-17,12:00,长江,60106980,三峡水库,157.29,5,1.76,53000(入)<br>32200(出),--,--,--
22201,2020-07-17,12:00,清江,61002791,水布垭,395.04,5,4.72,8650(入)<br>1080(出),--,--,--
22202,2020-07-17,12:00,洞庭湖,61512000,城陵矶,33.96,5,-0.02,25800,--,32.50,35.94
22203,2020-07-17,12:00,清江,61003101,隔河岩,193.75,4,0.43,1840(入)<br>1800(出),--,--,--
22204,2020-07-17,12:00,鄱阳湖,62601600,湖口,21.88,5,-0.08,14800,--,19.50,22.59
22205,2020-07-17,12:00,沮漳河,60908000,河溶,42.30,5,0.39,114,47.50,48.50,50.49
22206,2020-07-17,12:00,湘江,61102000,湘潭,34.59,,-0.03,1060,--,38.00,41.95
22207,2020-07-17,12:00,东荆河,62213000,潜江,32.09,4,-0.22,-78.8,38.40,39.70,42.09
22208,2020-07-17,12:00,资水,61202100,桃江,35.71,4,-0.35,1480,--,39.20,44.44
22209,2020-07-17,12:00,汉北河,62206900,天门,28.93,5,-0.16,280,28.30,29.30,31.35
22210,2020-07-17,12:00,沅水,61302800,桃源,37.99,4,-1.65,6500,--,42.50,47.37
22211,2020-07-17,12:00,大富水,62209400,应城,28.49,6,-0.09,,27.50,29.00,33.01
22212,2020-07-17,12:00,澧水,61400900,石门,53.31,5,-1.14,1730,--,58.50,62.66
22213,2020-07-17,12:00,环水,62205600,花园,35.44,4,2.87,1580,--,37.50,39.95
22214,2020-07-17,12:00,松滋河,61500300,新江口,42.48,5,0.63,3260,43.00,44.00,46.18
22215,2020-07-17,12:00,环水,62205800,孝感,30.63,5,2.25,,26.50,27.50,32.28
22216,2020-07-17,12:00,松滋河,61501200,沙道观,42.25,5,0.65,1130,43.00,44.00,45.51
22217,2020-07-17,12:00,府河,62201400,隔蒲潭,30.51,5,2.30,1810,29.50,30.50,33.57
22218,2020-07-17,12:00,藕池河,61502200,管家铺,37.52,5,0.42,1920,37.50,38.50,40.28
22219,2020-07-17,12:00,府澴河,62201800,卧龙潭,29.60,5,1.65,,26.50,27.00,31.19
22220,2020-07-17,12:00,藕池河,61501800,康家岗,37.52,5,0.43,64.5,37.50,38.50,40.44
22221,2020-07-17,12:00,富水,61607000,阳新,23.26,6,-0.08,,20.00,21.50,23.69
22222,2020-07-17,12:00,虎渡河,61501500,弥陀寺,40.87,5,0.67,1020,42.00,43.00,44.90
22223,2020-07-17,12:00,滠水,61609400,黄陂,28.31,6,0.45,,25.00,26.00,29.31
22224,2020-07-17,12:00,长湖,61014500,长湖,33.02,4,-0.21,,31.50,32.50,33.46
22225,2020-07-17,12:00,倒水,61610600,李家集,28.46,6,0.92,,26.30,28.00,30.76
22226,2020-07-17,12:00,洪湖,61018000,挖沟咀,27.08,6,-0.03,,25.80,26.20,27.46
22227,2020-07-17,12:00,举水,61612400,柳子港,28.43,4,1.26,255,28.00,29.00,33.58
22228,2020-07-17,12:00,刁汊湖,62210820,余家咀,25.67,4,-0.30,,25.00,25.70,--
22229,2020-07-17,12:00,巴水,61615600,马家潭,25.75,6,0.04,310,--,--,--
22230,2020-07-17,12:00,斧头湖,61714000,三洲,24.12,6,-0.05,,21.50,22.80,24.59
22231,2020-07-17,12:00,蕲水,61619600,西河驿,24.61,5,-0.07,283,--,--,--
22232,2020-07-17,13:00,长江,60105400,寸滩,176.27,5,5.37,36300,--,--,--
22233,2020-07-17,13:00,梁子湖,61602600,梁子镇,20.88,6,-0.02,,19.00,20.50,21.49
22234,2020-07-17,13:00,长江,60803000,武隆,186.05,4,5.43,8060,--,--,--
22235,2020-07-17,13:00,汉江,61801300,安康,237.17,5,0.01,1090,--,--,259.26
22236,2020-07-17,13:00,长江,60107300,宜昌,49.33,5,0.50,33400,52.00,53.00,55.92
22237,2020-07-17,13:00,汉江,61801700,白河,176.61,4,0.75,1030,--,187.00,196.63
22238,2020-07-17,13:00,长江,60107400,枝城,45.44,5,0.63,34300,48.00,49.00,50.75
22239,2020-07-17,13:00,汉江,61802800,黄家港,88.74,5,0.14,664,--,--,96.45
22240,2020-07-17,13:00,长江,60108300,沙市,41.14,5,0.67,29200,42.00,43.00,45.22
22241,2020-07-17,13:00,汉江,61803400,襄阳,64.82,5,-0.02,,65.50,67.00,71.71
22242,2020-07-17,13:00,长江,60110500,监利,36.08,5,0.30,25000,34.50,35.50,38.31
22243,2020-07-17,13:00,汉江,61803500,宜城,51.38,4,0.16,,56.50,57.50,61.45
22244,2020-07-17,13:00,长江,60111200,莲花塘,33.79,6,-0.03,,--,32.50,35.80
22245,2020-07-17,13:00,汉江,61804110,皇庄,41.54,5,0.44,1440,47.00,48.00,52.30
22246,2020-07-17,13:00,长江,60111300,螺山,32.96,5,0.01,49900,31.00,32.00,34.95
22247,2020-07-17,13:00,汉江,61804210,沙洋,38.10,4,0.02,,40.80,41.80,44.50
22248,2020-07-17,13:00,长江,60112200,汉口,28.37,5,0.10,54700,25.00,27.30,29.73
22249,2020-07-17,13:00,汉江,61804400,岳口,30.91,6,-0.26,,36.90,37.90,40.62
22250,2020-07-17,13:00,长江,60112900,黄石,25.29,6,0.03,,22.80,24.50,26.39
22251,2020-07-17,13:00,汉江,61804600,仙桃,29.98,6,-0.22,1850,34.10,35.10,36.24
22252,2020-07-17,13:00,长江,60113205,码头镇,23.08,5,-0.02,,20.50,21.50,24.04
22253,2020-07-17,13:00,汉江,61804710,汉川,29.08,6,-0.06,,28.00,29.00,32.09
22254,2020-07-17,13:00,长江,60113400,九江,22.25,5,-0.05,60800,19.50,20.00,23.03
22255,2020-07-17,13:00,汉江,61802700,丹江口水库,160.70,6,0.10,1850(出),--,--,--
22256,2020-07-17,13:00,长江,60106980,三峡水库,157.41,5,1.82,32100(出),--,--,--
22257,2020-07-17,13:00,清江,61002791,水布垭,395.68,4,5.27,8520(入)<br>2590(出),--,--,--
22258,2020-07-17,13:00,洞庭湖,61512000,城陵矶,33.96,6,-0.04,25800,--,32.50,35.94
22259,2020-07-17,13:00,清江,61003101,隔河岩,193.76,4,0.39,2060(入)<br>1960(出),--,--,--
22260,2020-07-17,13:00,鄱阳湖,62601600,湖口,21.86,4,-0.11,14400,--,19.50,22.59
22261,2020-07-17,13:00,沮漳河,60908000,河溶,42.31,5,0.39,114,47.50,48.50,50.49
22262,2020-07-17,13:00,湘江,61102000,湘潭,34.58,,-0.08,1050,--,38.00,41.95
22263,2020-07-17,13:00,东荆河,62213000,潜江,32.09,6,-0.21,-78.8,38.40,39.70,42.09
22264,2020-07-17,13:00,资水,61202100,桃江,35.64,4,-0.33,1430,--,39.20,44.44
22265,2020-07-17,13:00,汉北河,62206900,天门,28.93,6,-0.15,280,28.30,29.30,31.35
22266,2020-07-17,13:00,沅水,61302800,桃源,37.99,6,-1.62,6500,--,42.50,47.37
22267,2020-07-17,13:00,大富水,62209400,应城,28.49,6,-0.09,,27.50,29.00,33.01
22268,2020-07-17,13:00,澧水,61400900,石门,53.36,5,-1.11,1780,--,58.50,62.66
22269,2020-07-17,13:00,环水,62205600,花园,35.19,4,2.60,1410,--,37.50,39.95
22270,2020-07-17,13:00,松滋河,61500300,新江口,42.50,5,0.62,3280,43.00,44.00,46.18
22271,2020-07-17,13:00,环水,62205800,孝感,30.63,6,2.25,,26.50,27.50,32.28
22272,2020-07-17,13:00,松滋河,61501200,沙道观,42.27,5,0.64,1130,43.00,44.00,45.51
22273,2020-07-17,13:00,府河,62201400,隔蒲潭,30.55,5,2.35,1840,29.50,30.50,33.57
22274,2020-07-17,13:00,藕池河,61502200,管家铺,37.53,5,0.42,1920,37.50,38.50,40.28
22275,2020-07-17,13:00,府澴河,62201800,卧龙潭,29.65,5,1.71,,26.50,27.00,31.19
22276,2020-07-17,13:00,藕池河,61501800,康家岗,37.54,5,0.43,65.1,37.50,38.50,40.44
22277,2020-07-17,13:00,富水,61607000,阳新,23.26,6,-0.07,,20.00,21.50,23.69
22278,2020-07-17,13:00,虎渡河,61501500,弥陀寺,40.88,5,0.65,1020,42.00,43.00,44.90
22279,2020-07-17,13:00,滠水,61609400,黄陂,28.29,6,0.43,,25.00,26.00,29.31
22280,2020-07-17,13:00,长湖,61014500,长湖,33.02,4,-0.20,,31.50,32.50,33.46
22281,2020-07-17,13:00,倒水,61610600,李家集,28.43,6,0.90,,26.30,28.00,30.76
22282,2020-07-17,13:00,洪湖,61018000,挖沟咀,27.06,4,-0.05,,25.80,26.20,27.46
22283,2020-07-17,13:00,举水,61612400,柳子港,28.39,4,1.23,251,28.00,29.00,33.58
22284,2020-07-17,13:00,刁汊湖,62210820,余家咀,25.66,4,-0.30,,25.00,25.70,--
22285,2020-07-17,13:00,巴水,61615600,马家潭,25.76,5,0.09,311,--,--,--
22286,2020-07-17,13:00,斧头湖,61714000,三洲,24.12,6,-0.04,,21.50,22.80,24.59
22287,2020-07-17,13:00,蕲水,61619600,西河驿,24.60,4,-0.07,284,--,--,--
22288,2020-07-17,14:00,长江,60105400,寸滩,176.54,5,5.45,37000,--,--,--
22289,2020-07-17,14:00,梁子湖,61602600,梁子镇,20.88,6,-0.02,,19.00,20.50,21.49
22290,2020-07-17,14:00,长江,60803000,武隆,185.71,4,4.58,7850,--,--,--
22291,2020-07-17,14:00,汉江,61801300,安康,237.18,5,0.02,1100,--,--,259.26
22292,2020-07-17,14:00,长江,60107300,宜昌,49.43,5,0.56,33700,52.00,53.00,55.92
22293,2020-07-17,14:00,汉江,61801700,白河,176.57,4,0.65,1040,--,187.00,196.63
22294,2020-07-17,14:00,长江,60107400,枝城,45.51,5,0.66,34800,48.00,49.00,50.75
22295,2020-07-17,14:00,汉江,61802800,黄家港,89.08,5,0.48,1010,--,--,96.45
22296,2020-07-17,14:00,长江,60108300,沙市,41.16,5,0.65,29200,42.00,43.00,45.22
22297,2020-07-17,14:00,汉江,61803400,襄阳,64.82,6,-0.01,,65.50,67.00,71.71
22298,2020-07-17,14:00,长江,60110500,监利,36.10,5,0.31,24700,34.50,35.50,38.31
22299,2020-07-17,14:00,汉江,61803500,宜城,51.36,4,0.14,,56.50,57.50,61.45
22300,2020-07-17,14:00,长江,60111200,莲花塘,33.77,4,-0.03,,--,32.50,35.80
22301,2020-07-17,14:00,汉江,61804110,皇庄,41.56,5,0.46,1450,47.00,48.00,52.30
22302,2020-07-17,14:00,长江,60111300,螺山,32.97,5,0.04,50000,31.00,32.00,34.95
22303,2020-07-17,14:00,汉江,61804210,沙洋,38.09,4,0.01,,40.80,41.80,44.50
22304,2020-07-17,14:00,长江,60112200,汉口,28.38,5,0.12,54700,25.00,27.30,29.73
22305,2020-07-17,14:00,汉江,61804400,岳口,30.91,6,-0.25,,36.90,37.90,40.62
22306,2020-07-17,14:00,长江,60112900,黄石,25.31,5,0.05,,22.80,24.50,26.39
22307,2020-07-17,14:00,汉江,61804600,仙桃,29.98,6,-0.19,1850,34.10,35.10,36.24
22308,2020-07-17,14:00,长江,60113205,码头镇,23.08,6,-0.03,,20.50,21.50,24.04
22309,2020-07-17,14:00,汉江,61804710,汉川,29.09,5,-0.04,,28.00,29.00,32.09
22310,2020-07-17,14:00,长江,60113400,九江,22.26,5,-0.04,60900,19.50,20.00,23.03
22311,2020-07-17,14:00,汉江,61802700,丹江口水库,160.70,6,0.10,1970(入)<br>1860(出),--,--,--
22312,2020-07-17,14:00,长江,60106980,三峡水库,157.54,5,1.87,57000(入)<br>32100(出),--,--,--
22313,2020-07-17,14:00,清江,61002791,水布垭,395.87,4,5.38,8060(入)<br>4190(出),--,--,--
22314,2020-07-17,14:00,洞庭湖,61512000,城陵矶,33.93,4,-0.05,26000,--,32.50,35.94
22315,2020-07-17,14:00,清江,61003101,隔河岩,193.72,4,0.34,2000(入)<br>3490(出),--,--,--
22316,2020-07-17,14:00,鄱阳湖,62601600,湖口,21.88,5,-0.08,14400,--,19.50,22.59
22317,2020-07-17,14:00,沮漳河,60908000,河溶,42.34,5,0.41,115,47.50,48.50,50.49
22318,2020-07-17,14:00,湘江,61102000,湘潭,34.58,4,-0.09,1050,--,38.00,41.95
22319,2020-07-17,14:00,东荆河,62213000,潜江,32.10,5,-0.18,-77.5,38.40,39.70,42.09
22320,2020-07-17,14:00,资水,61202100,桃江,35.59,4,-0.37,1390,--,39.20,44.44
22321,2020-07-17,14:00,汉北河,62206900,天门,28.93,6,-0.14,280,28.30,29.30,31.35
22322,2020-07-17,14:00,沅水,61302800,桃源,37.80,6,-1.77,6210,--,42.50,47.37
22323,2020-07-17,14:00,大富水,62209400,应城,28.50,5,-0.07,,27.50,29.00,33.01
22324,2020-07-17,14:00,澧水,61400900,石门,53.36,6,-1.13,1780,--,58.50,62.66
22325,2020-07-17,14:00,环水,62205600,花园,34.99,4,2.38,1270,--,37.50,39.95
22326,2020-07-17,14:00,松滋河,61500300,新江口,42.53,5,0.62,3310,43.00,44.00,46.18
22327,2020-07-17,14:00,环水,62205800,孝感,30.63,6,2.27,,26.50,27.50,32.28
22328,2020-07-17,14:00,松滋河,61501200,沙道观,42.30,5,0.63,1140,43.00,44.00,45.51
22329,2020-07-17,14:00,府河,62201400,隔蒲潭,30.60,5,2.40,1880,29.50,30.50,33.57
22330,2020-07-17,14:00,藕池河,61502200,管家铺,37.55,5,0.42,1930,37.50,38.50,40.28
22331,2020-07-17,14:00,府澴河,62201800,卧龙潭,29.70,5,1.76,,26.50,27.00,31.19
22332,2020-07-17,14:00,藕池河,61501800,康家岗,37.55,5,0.42,65.4,37.50,38.50,40.44
22333,2020-07-17,14:00,富水,61607000,阳新,23.25,4,-0.08,,20.00,21.50,23.69
22334,2020-07-17,14:00,虎渡河,61501500,弥陀寺,40.91,5,0.64,1020,42.00,43.00,44.90
22335,2020-07-17,14:00,滠水,61609400,黄陂,28.27,6,0.42,,25.00,26.00,29.31
22336,2020-07-17,14:00,长湖,61014500,长湖,33.01,4,-0.20,,31.50,32.50,33.46
22337,2020-07-17,14:00,倒水,61610600,李家集,28.39,4,0.85,,26.30,28.00,30.76
22338,2020-07-17,14:00,洪湖,61018000,挖沟咀,27.06,6,-0.04,,25.80,26.20,27.46
22339,2020-07-17,14:00,举水,61612400,柳子港,28.33,4,1.16,245,28.00,29.00,33.58
22340,2020-07-17,14:00,刁汊湖,62210820,余家咀,25.65,4,-0.30,,25.00,25.70,--
22341,2020-07-17,14:00,巴水,61615600,马家潭,25.76,6,0.09,311,--,--,--
22342,2020-07-17,14:00,斧头湖,61714000,三洲,24.12,6,-0.03,,21.50,22.80,24.59
22343,2020-07-17,14:00,蕲水,61619600,西河驿,24.62,5,-0.05,282,--,--,--
22344,2020-07-17,15:00,长江,60105400,寸滩,176.77,5,5.54,37500,--,--,--
22345,2020-07-17,15:00,梁子湖,61602600,梁子镇,20.88,6,-0.02,,19.00,20.50,21.49
22346,2020-07-17,15:00,长江,60803000,武隆,185.42,4,3.93,7670,--,--,--
22347,2020-07-17,15:00,汉江,61801300,安康,237.20,5,0.04,1110,--,--,259.26
22348,2020-07-17,15:00,长江,60107300,宜昌,49.45,5,0.62,33800,52.00,53.00,55.92
22349,2020-07-17,15:00,汉江,61801700,白河,176.48,4,0.21,1090,--,187.00,196.63
22350,2020-07-17,15:00,长江,60107400,枝城,45.58,5,0.70,35200,48.00,49.00,50.75
22351,2020-07-17,15:00,汉江,61802800,黄家港,89.27,5,0.67,1210,--,--,96.45
22352,2020-07-17,15:00,长江,60108300,沙市,41.19,5,0.63,29500,42.00,43.00,45.22
22353,2020-07-17,15:00,汉江,61803400,襄阳,64.83,5,0.00,,65.50,67.00,71.71
22354,2020-07-17,15:00,长江,60110500,监利,36.11,5,0.30,25400,34.50,35.50,38.31
22355,2020-07-17,15:00,汉江,61803500,宜城,51.35,4,0.12,,56.50,57.50,61.45
22356,2020-07-17,15:00,长江,60111200,莲花塘,33.83,5,0.04,,--,32.50,35.80
22357,2020-07-17,15:00,汉江,61804110,皇庄,41.58,5,0.47,1460,47.00,48.00,52.30
22358,2020-07-17,15:00,长江,60111300,螺山,32.97,6,0.04,50000,31.00,32.00,34.95
22359,2020-07-17,15:00,汉江,61804210,沙洋,38.10,5,0.02,,40.80,41.80,44.50
22360,2020-07-17,15:00,长江,60112200,汉口,28.37,4,0.11,54700,25.00,27.30,29.73
22361,2020-07-17,15:00,汉江,61804400,岳口,30.91,6,-0.23,,36.90,37.90,40.62
22362,2020-07-17,15:00,长江,60112900,黄石,25.30,4,0.05,,22.80,24.50,26.39
22363,2020-07-17,15:00,汉江,61804600,仙桃,29.97,4,-0.19,1850,34.10,35.10,36.24
22364,2020-07-17,15:00,长江,60113205,码头镇,23.08,6,-0.01,,20.50,21.50,24.04
22365,2020-07-17,15:00,汉江,61804710,汉川,29.09,6,-0.03,,28.00,29.00,32.09
22366,2020-07-17,15:00,长江,60113400,九江,22.25,4,-0.05,60800,19.50,20.00,23.03
22367,2020-07-17,15:00,汉江,61802700,丹江口水库,160.70,6,0.10,1850(出),--,--,--
22368,2020-07-17,15:00,长江,60106980,三峡水库,157.67,5,1.92,32000(出),--,--,--
22369,2020-07-17,15:00,清江,61002791,水布垭,396.04,5,5.44,7870(入)<br>5440(出),--,--,--
22370,2020-07-17,15:00,洞庭湖,61512000,城陵矶,33.98,5,0.01,25800,--,32.50,35.94
22371,2020-07-17,15:00,清江,61003101,隔河岩,193.68,4,0.28,1730(入)<br>2720(出),--,--,--
22372,2020-07-17,15:00,鄱阳湖,62601600,湖口,21.87,4,-0.06,14300,--,19.50,22.59
22373,2020-07-17,15:00,沮漳河,60908000,河溶,42.35,5,0.40,116,47.50,48.50,50.49
22374,2020-07-17,15:00,湘江,61102000,湘潭,34.58,,-0.10,1050,--,38.00,41.95
22375,2020-07-17,15:00,东荆河,62213000,潜江,32.09,4,-0.18,-78.8,38.40,39.70,42.09
22376,2020-07-17,15:00,资水,61202100,桃江,35.56,6,-0.40,1370,--,39.20,44.44
22377,2020-07-17,15:00,汉北河,62206900,天门,28.94,5,-0.12,281,28.30,29.30,31.35
22378,2020-07-17,15:00,沅水,61302800,桃源,37.69,4,-1.86,6050,--,42.50,47.37
22379,2020-07-17,15:00,大富水,62209400,应城,28.50,6,-0.06,,27.50,29.00,33.01
22380,2020-07-17,15:00,澧水,61400900,石门,53.28,4,-1.21,1710,--,58.50,62.66
22381,2020-07-17,15:00,环水,62205600,花园,34.81,4,2.16,1150,--,37.50,39.95
22382,2020-07-17,15:00,松滋河,61500300,新江口,42.56,5,0.62,3340,43.00,44.00,46.18
22383,2020-07-17,15:00,环水,62205800,孝感,30.60,4,2.24,,26.50,27.50,32.28
22384,2020-07-17,15:00,松滋河,61501200,沙道观,42.32,5,0.62,1150,43.00,44.00,45.51
22385,2020-07-17,15:00,府河,62201400,隔蒲潭,30.61,5,2.41,1890,29.50,30.50,33.57
22386,2020-07-17,15:00,藕池河,61502200,管家铺,37.55,6,0.41,1930,37.50,38.50,40.28
22387,2020-07-17,15:00,府澴河,62201800,卧龙潭,29.71,5,1.78,,26.50,27.00,31.19
22388,2020-07-17,15:00,藕池河,61501800,康家岗,37.57,5,0.43,66.0,37.50,38.50,40.44
22389,2020-07-17,15:00,富水,61607000,阳新,23.25,6,-0.08,,20.00,21.50,23.69
22390,2020-07-17,15:00,虎渡河,61501500,弥陀寺,40.94,5,0.64,1020,42.00,43.00,44.90
22391,2020-07-17,15:00,滠水,61609400,黄陂,28.25,6,0.41,,25.00,26.00,29.31
22392,2020-07-17,15:00,长湖,61014500,长湖,33.00,4,-0.20,,31.50,32.50,33.46
22393,2020-07-17,15:00,倒水,61610600,李家集,28.36,6,0.82,,26.30,28.00,30.76
22394,2020-07-17,15:00,洪湖,61018000,挖沟咀,27.06,6,-0.05,,25.80,26.20,27.46
22395,2020-07-17,15:00,举水,61612400,柳子港,28.27,4,1.10,239,28.00,29.00,33.58
22396,2020-07-17,15:00,刁汊湖,62210820,余家咀,25.65,5,-0.29,,25.00,25.70,--
22397,2020-07-17,15:00,巴水,61615600,马家潭,25.77,5,0.09,312,--,--,--
22398,2020-07-17,15:00,斧头湖,61714000,三洲,24.12,6,-0.02,,21.50,22.80,24.59
22399,2020-07-17,15:00,蕲水,61619600,西河驿,24.62,6,-0.05,282,--,--,--
22400,2020-07-17,16:00,长江,60105400,寸滩,177.00,5,5.65,38100,--,--,--
22401,2020-07-17,16:00,梁子湖,61602600,梁子镇,20.88,6,-0.02,,19.00,20.50,21.49
22402,2020-07-17,16:00,长江,60803000,武隆,185.18,4,3.51,7520,--,--,--
22403,2020-07-17,16:00,汉江,61801300,安康,237.23,5,0.07,1140,--,--,259.26
22404,2020-07-17,16:00,长江,60107300,宜昌,49.47,5,0.61,33800,52.00,53.00,55.92
22405,2020-07-17,16:00,汉江,61801700,白河,176.61,5,0.09,965,--,187.00,196.63
22406,2020-07-17,16:00,长江,60107400,枝城,45.62,5,0.73,35200,48.00,49.00,50.75
22407,2020-07-17,16:00,汉江,61802800,黄家港,89.39,5,0.80,1290,--,--,96.45
22408,2020-07-17,16:00,长江,60108300,沙市,41.23,5,0.65,29700,42.00,43.00,45.22
22409,2020-07-17,16:00,汉江,61803400,襄阳,64.83,6,0.00,,65.50,67.00,71.71
22410,2020-07-17,16:00,长江,60110500,监利,36.12,5,0.30,25200,34.50,35.50,38.31
22411,2020-07-17,16:00,汉江,61803500,宜城,51.40,5,0.15,,56.50,57.50,61.45
22412,2020-07-17,16:00,长江,60111200,莲花塘,33.81,4,0.02,,--,32.50,35.80
22413,2020-07-17,16:00,汉江,61804110,皇庄,41.61,5,0.49,1480,47.00,48.00,52.30
22414,2020-07-17,16:00,长江,60111300,螺山,32.96,4,0.03,49900,31.00,32.00,34.95
22415,2020-07-17,16:00,汉江,61804210,沙洋,38.10,6,0.01,,40.80,41.80,44.50
22416,2020-07-17,16:00,长江,60112200,汉口,28.38,5,0.13,54700,25.00,27.30,29.73
22417,2020-07-17,16:00,汉江,61804400,岳口,30.90,4,-0.23,,36.90,37.90,40.62
22418,2020-07-17,16:00,长江,60112900,黄石,25.29,4,0.04,,22.80,24.50,26.39
22419,2020-07-17,16:00,汉江,61804600,仙桃,29.97,6,-0.18,1850,34.10,35.10,36.24
22420,2020-07-17,16:00,长江,60113205,码头镇,23.10,5,0.02,,20.50,21.50,24.04
22421,2020-07-17,16:00,汉江,61804710,汉川,29.10,5,-0.01,,28.00,29.00,32.09
22422,2020-07-17,16:00,长江,60113400,九江,22.26,5,-0.03,60500,19.50,20.00,23.03
22423,2020-07-17,16:00,汉江,61802700,丹江口水库,160.70,6,0.10,1880(出),--,--,--
22424,2020-07-17,16:00,长江,60106980,三峡水库,157.82,5,1.97,57400(入)<br>31900(出),--,--,--
22425,2020-07-17,16:00,清江,61002791,水布垭,396.22,5,5.47,8120(入)<br>5230(出),--,--,--
22426,2020-07-17,16:00,洞庭湖,61512000,城陵矶,33.97,4,-0.01,25800,--,32.50,35.94
22427,2020-07-17,16:00,清江,61003101,隔河岩,193.86,5,0.43,5560(入)<br>3510(出),--,--,--
22428,2020-07-17,16:00,鄱阳湖,62601600,湖口,21.86,4,-0.07,14300,--,19.50,22.59
22429,2020-07-17,16:00,沮漳河,60908000,河溶,42.37,5,0.42,117,47.50,48.50,50.49
22430,2020-07-17,16:00,湘江,61102000,湘潭,34.57,,-0.10,1040,--,38.00,41.95
22431,2020-07-17,16:00,东荆河,62213000,潜江,32.09,6,-0.17,-78.8,38.40,39.70,42.09
22432,2020-07-17,16:00,资水,61202100,桃江,35.54,4,-0.42,1350,--,39.20,44.44
22433,2020-07-17,16:00,汉北河,62206900,天门,28.95,5,-0.10,281,28.30,29.30,31.35
22434,2020-07-17,16:00,沅水,61302800,桃源,37.60,4,-1.87,5910,--,42.50,47.37
22435,2020-07-17,16:00,大富水,62209400,应城,28.51,5,-0.04,,27.50,29.00,33.01
22436,2020-07-17,16:00,澧水,61400900,石门,53.21,6,-1.27,1640,--,58.50,62.66
22437,2020-07-17,16:00,环水,62205600,花园,34.67,4,1.95,1060,--,37.50,39.95
22438,2020-07-17,16:00,松滋河,61500300,新江口,42.60,5,0.62,3360,43.00,44.00,46.18
22439,2020-07-17,16:00,环水,62205800,孝感,30.57,4,2.21,,26.50,27.50,32.28
22440,2020-07-17,16:00,松滋河,61501200,沙道观,42.34,5,0.60,1160,43.00,44.00,45.51
22441,2020-07-17,16:00,府河,62201400,隔蒲潭,30.62,5,2.42,1900,29.50,30.50,33.57
22442,2020-07-17,16:00,藕池河,61502200,管家铺,37.56,5,0.39,1940,37.50,38.50,40.28
22443,2020-07-17,16:00,府澴河,62201800,卧龙潭,29.73,5,1.81,,26.50,27.00,31.19
22444,2020-07-17,16:00,藕池河,61501800,康家岗,37.59,5,0.43,103,37.50,38.50,40.44
22445,2020-07-17,16:00,富水,61607000,阳新,23.24,4,-0.08,,20.00,21.50,23.69
22446,2020-07-17,16:00,虎渡河,61501500,弥陀寺,40.97,5,0.63,1030,42.00,43.00,44.90
22447,2020-07-17,16:00,滠水,61609400,黄陂,28.24,6,0.39,,25.00,26.00,29.31
22448,2020-07-17,16:00,长湖,61014500,长湖,33.00,4,-0.20,,31.50,32.50,33.46
22449,2020-07-17,16:00,倒水,61610600,李家集,28.30,4,0.75,,26.30,28.00,30.76
22450,2020-07-17,16:00,洪湖,61018000,挖沟咀,27.03,4,-0.07,,25.80,26.20,27.46
22451,2020-07-17,16:00,举水,61612400,柳子港,28.22,5,1.05,235,28.00,29.00,33.58
22452,2020-07-17,16:00,刁汊湖,62210820,余家咀,25.63,4,-0.29,,25.00,25.70,--
22453,2020-07-17,16:00,巴水,61615600,马家潭,25.77,6,25.77,312,--,--,--
22454,2020-07-17,16:00,斧头湖,61714000,三洲,24.12,6,-0.02,,21.50,22.80,24.59
22455,2020-07-17,16:00,蕲水,61619600,西河驿,24.64,5,-0.02,281,--,--,--
22456,2020-07-17,17:00,长江,60105400,寸滩,177.29,5,5.77,38900,--,--,--
22457,2020-07-17,17:00,梁子湖,61602600,梁子镇,20.88,6,-0.01,,19.00,20.50,21.49
22458,2020-07-17,17:00,长江,60803000,武隆,185.05,4,2.83,7440,--,--,--
22459,2020-07-17,17:00,汉江,61801300,安康,237.27,5,0.11,1170,--,--,259.26
22460,2020-07-17,17:00,长江,60107300,宜昌,49.43,4,0.58,33700,52.00,53.00,55.92
22461,2020-07-17,17:00,汉江,61801700,白河,176.93,5,0.13,780,--,187.00,196.63
22462,2020-07-17,17:00,长江,60107400,枝城,45.66,5,0.74,35400,48.00,49.00,50.75
22463,2020-07-17,17:00,汉江,61802800,黄家港,89.48,5,0.89,1390,--,--,96.45
22464,2020-07-17,17:00,长江,60108300,沙市,41.23,6,0.60,29700,42.00,43.00,45.22
